org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_de_ccy,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm,ccy_pc_perc,ccy_android_perc,ccy_mac_perc,ccy_ios_perc,win_ccy,mac_ccy,android_ccy,ios_ccy
eureQa,a8ba5c4b86644ff79ba31a2e02f67081,True,116086,87886,44,0.0,0,87886.0,44,3:25-49,1997.409091,0.63419705,0.058897876,0.030690506,0.276214553,27.9046702,1.350382264,2.591506544,12.153440331999999
ASOS.com Limited,5f0879a492a34a65bed03ff80669534e,True,93720,0,0,86520.01,80,86520.01,80,4:50-99,1081.500125,0.843926251,0.012339057,0.047911565,0.095823131,67.51410007999999,3.8329252,0.98712456,7.6658504800000005
lululemon,606bd4e780834607806daef9420647a3,True,117264,86184,42,0.0,0,86184.0,42,3:25-49,2052.0,0.570201693,0.001894711,0.427903596,0.0,23.948471106,17.971951032,0.079577862,0.0
Cox Automotive,f2b097711e144517a527098b0dd87348,True,90720,85938,60,0.0,0,85938.0,60,4:50-99,1432.3,0.013762148,0.129505716,0.735781716,0.120950419,0.82572888,44.14690296,7.77034296,7.2570251400000005
Affirm,d72cc02fbfb84ee39ecd84dee91e2424,True,99716,85471,80,0.0,0,85471.0,80,4:50-99,1068.3875,0.00037829,0.0,0.99962171,0.0,0.030263199999999997,79.96973679999999,0.0,0.0
Build,c83dbd42016243bdb4c4721c4ae38a43,True,100771,85231,65,0.0,0,85231.0,65,4:50-99,1311.246154,0.948735831,0.001207063,0.050057106,0.0,61.667829015,3.25371189,0.07845909499999999,0.0
Mixpanel,bc445167596545258090a15ee818228f,True,100800,84000,48,0.0,0,84000.0,48,3:25-49,1750.0,0.000136069,1.2e-05,0.999851947,0.0,0.006531312,47.992893456000004,0.000576,0.0
Nederlandse Spoorwegen N.V.,56cbd76420ab4d3f91a6e68a2b17b9eb,True,89163,1161,0,82459.32,64,83620.32,64,4:50-99,1306.5675,0.723037163,0.063934258,0.071009527,0.142019053,46.274378432,4.544609728,4.091792512,9.089219392
"Safelite Group, Inc.",f7c025cc58b442c3b875db14f8883ede,True,83430,83430,50,0.0,0,83430.0,50,4:50-99,1668.6,0.980449124,0.002288914,0.0,0.0,49.0224562,0.0,0.1144457,0.0
CSC Global,fbbdeb1342824d7faef406255987d978,True,82752,82752,50,0.0,0,82752.0,50,4:50-99,1655.04,0.999973165,0.0,0.0,0.0,49.99865825,0.0,0.0,0.0
Oportun,b3c80e0485dd484582ea4af17ac5fce1,True,155917,82610,54,0.0,0,82610.0,54,4:50-99,1529.814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Family Search,52063e77facf4f8cb462f6c4092285c8,True,80828,80828,125,0.0,0,80828.0,125,5:100-249,646.624,0.569809834,0.040817888,0.372443035,0.016929229,71.22622924999999,46.555379374999994,5.1022359999999995,2.116153625
"Ticketmaster Entertainment, Inc.",b27d784f75cb48459d56467d221c5c82,True,144330,80031,53,0.0,0,80031.0,53,4:50-99,1510.018868,0.918108459,0.024612348,0.057279193,0.0,48.659748327,3.035797229,1.3044544439999999,0.0
sincro,020772bdda174bc895eaebf381ac3895,True,79800,79800,50,0.0,0,79800.0,50,4:50-99,1596.0,0.889945252,0.0,0.106164381,0.003538813,44.4972626,5.30821905,0.0,0.17694065
Chipotle Mexican Grill,14cb5691a1e7469099bb55acdba2f29e,True,79104,79104,45,0.0,0,79104.0,45,3:25-49,1757.866667,0.60026445,0.348529208,0.04389115,0.007315192,27.011900249999997,1.9751017499999999,15.68381436,0.32918364
Godaddy,7d68c8b953c1419887e2636e52c7c7e5,True,109620,78720,40,0.0,0,78720.0,40,3:25-49,1968.0,0.907338307,0.0,0.092661693,0.0,36.29353228,3.70646772,0.0,0.0
Resideo,7363ad723e10457d9aa7fa3eb16dc1ea,True,77126,77126,40,0.0,0,77126.0,40,3:25-49,1928.15,0.668533587,0.102379149,0.034363087,0.194724157,26.741343479999998,1.3745234800000001,4.09516596,7.78896628
The Washington Post,776d5859d5dc424e92414466529b0271,True,112560,76560,55,0.0,0,76560.0,55,4:50-99,1392.0,0.696036302,0.102994698,0.200969001,0.0,38.28199661,11.053295055000001,5.6647083899999995,0.0
Virtru,65b9a4e481c849c592f676bb374e1f2d,True,76500,76500,50,0.0,0,76500.0,50,4:50-99,1530.0,0.001089236,0.040604899,0.848499984,0.10980588,0.0544618,42.4249992,2.03024495,5.490294
myFICO,2e4d2d97dc02487ba2d39ddbfcf21f94,True,112800,76416,120,0.0,0,76416.0,120,5:100-249,636.8,0.429274198,0.21051645,0.180104669,0.180104669,51.51290376,21.61256028,25.261974,21.61256028
Dealertrack,3d4e28cb6f0c4d21bd2a747d4058ef48,True,136950,75750,75,0.0,0,75750.0,75,4:50-99,1010.0,0.9910976,0.001644866,0.0,0.0,74.33232,0.0,0.12336495,0.0
Domino's Pizza LLC,50c522e3e2da47eeb56e0de6b513b4a7,True,93894,75115,50,0.0,0,75115.0,50,4:50-99,1502.3,0.436195432,0.16875065,0.014109068,0.380944849,21.8097716,0.7054534,8.4375325,19.04724245
salesforce.com,59bebe79f7b34f79b6efb6b58b21a894,True,74198,74198,55,0.0,0,74198.0,55,4:50-99,1349.054545,0.761416383,0.001795649,0.236787968,0.0,41.877901065,13.02333824,0.09876069500000001,0.0
RALLY,7aaf059ed3e64d4783a803d7a05643df,True,99600,73920,50,0.0,0,73920.0,50,4:50-99,1478.4,0.076824593,0.209342251,0.381531513,0.332301641,3.84122965,19.07657565,10.46711255,16.615082049999998
Hootsuite,9f55cf25c0bc4fffb34db5c570772ce4,True,109500,73500,35,0.0,0,73500.0,35,3:25-49,2100.0,0.96466146,0.026471379,0.008867161,0.0,33.7631511,0.310350635,0.926498265,0.0
Amadeus,50b1093eb19f44a1a834307bfe12353a,True,79249,7199,5,65699.99,56,72898.99,61,4:50-99,1195.06541,0.964058002,0.002144993,0.033797006,0.0,58.807538122000004,2.0616173659999997,0.130844573,0.0
Meijer,6d48bab7cb3443ca80a23377a476f8dc,True,96000,72000,30,0.0,0,72000.0,30,3:25-49,2400.0,0.02131776,0.949581091,0.029101149,0.0,0.6395328,0.87303447,28.48743273,0.0
RCM,deb762964304463393d15c6e7112d9f4,True,102210,70762,70,0.0,0,70762.0,70,4:50-99,1010.885714,0.917308103,0.0,0.0,0.0,64.21156721,0.0,0.0,0.0
Global Payments,0ec27265b6ad4636abab2cc2479a2caf,True,115452,70452,30,0.0,0,70452.0,30,3:25-49,2348.4,0.993537875,0.00156923,0.0,0.0,29.80613625,0.0,0.0470769,0.0
Cox Automotive - CRS,92e56edd912a4129997e946a7b93aab1,True,68750,68750,40,0.0,0,68750.0,40,3:25-49,1718.75,0.952512579,0.003714003,0.043773418,0.0,38.10050316,1.7509367200000001,0.14856012,0.0
COX Automotive,848b54ca4bbf493ea95b63c5c7c3527e,True,130560,68750,80,0.0,0,68750.0,80,4:50-99,859.375,0.608708784,0.139550542,0.083913558,0.167827116,48.69670272,6.71308464,11.16404336,13.42616928
Maps,e4b8de0d231f4aec9f3adac5cab48541,True,67452,67452,50,0.0,0,67452.0,50,4:50-99,1349.04,0.849016643,0.0,0.150983357,0.0,42.450832150000004,7.549167850000001,0.0,0.0
"Okta, Inc.",6fa21c1f57fe46c4a900b501d539073d,True,67320,67320,30,0.0,0,67320.0,30,3:25-49,2244.0,0.83185024,0.000193903,0.167955858,0.0,24.9555072,5.03867574,0.00581709,0.0
GoPro,624a501ffde74038a9c329e359a00f19,True,128400,67200,80,0.0,0,67200.0,80,4:50-99,840.0,0.951294877,2.05e-05,0.048684611,0.0,76.10359016000001,3.89476888,0.00164,0.0
Chanel,8e3416bcec96448cbec3fa0721241ed2,True,66804,0,0,66804.42,50,66804.42,50,4:50-99,1336.0884,0.842937043,0.030744637,0.12631832,0.0,42.14685215,6.3159160000000005,1.53723185,0.0
Abbott,82e4982d233f4d6cace94ae8c1f10511,True,72720,62330,29,4449.6,2,66779.6,31,3:25-49,2154.180645,0.999940723,0.0,0.0,0.0,30.998162413,0.0,0.0,0.0
parsable,693f5dd5d91b468185c3683d7ec92aa7,True,66549,66549,40,0.0,0,66549.0,40,3:25-49,1663.725,0.358972187,0.117622913,0.0,0.5234049,14.35888748,0.0,4.704916519999999,20.936196
Idera,bc31e24f9ad54183abd2ac0a5970d59d,True,66000,66000,50,0.0,0,66000.0,50,4:50-99,1320.0,0.122017549,0.334232935,0.470269851,0.073479664,6.1008774500000005,23.513492550000002,16.71164675,3.6739832
Papa John's,ee82df1ee7c949f699c373dced851ca1,True,65784,65755,32,0.0,0,65755.0,32,3:25-49,2054.84375,0.974240348,0.002938597,0.015214036,0.007607018,31.175691136,0.486849152,0.094035104,0.243424576
Klick Inc,a145d0979d7f459faa0558f759c1883d,True,64964,64964,36,0.0,0,64964.0,36,3:25-49,1804.555556,0.044828612,0.033756439,0.269177401,0.652237549,1.6138300319999999,9.690386435999999,1.215231804,23.480551763999998
AAMC,0acc1fb367324413bd4d2a2e431e6f01,True,64926,64926,30,0.0,0,64926.0,30,3:25-49,2164.2,0.819856877,0.011781515,0.157137501,0.011224107,24.59570631,4.71412503,0.35344545,0.33672321
Staples,a524ba2759e44522b77853f49652b540,True,87698,63698,32,0.0,0,63698.0,32,3:25-49,1990.5625,0.767295396,0.076269151,0.078217726,0.078217726,24.553452672,2.502967232,2.440612832,2.502967232
primericaRoot,45f797f9209d473c9ceb525578e711b7,True,117883,63552,25,0.0,0,63552.0,25,3:25-49,2542.08,0.889499509,0.00821634,0.102284151,0.0,22.237487724999998,2.5571037750000003,0.20540850000000002,0.0
ErsteDigital_George,e06ccc6b57254477b3d4bb3da1698679,True,171636,0,0,63420.03,50,63420.03,50,4:50-99,1268.4006,0.956708121,0.004281316,0.039010563,0.0,47.83540605,1.9505281499999998,0.21406580000000003,0.0
Channel 4,050e4ea2cc6c46f1bb2c81af5275c3c6,True,105599,0,0,63359.87,55,63359.87,55,4:50-99,1151.997636,0.965877321,7.44e-06,0.034115243,0.0,53.123252655,1.8763383650000003,0.00040919999999999997,0.0
SFG,b3fdb7b899a04fd880e37136d8e3a1e6,True,62580,62580,35,0.0,0,62580.0,35,3:25-49,1788.0,0.303683591,0.111562167,0.38983616,0.19491808,10.628925684999999,13.644265599999999,3.9046758450000003,6.822132799999999
Disney Corp.,81e063fd405c4798ac4030d2780abd28,True,62219,62219,30,0.0,0,62219.0,30,3:25-49,2073.966667,0.050441309,0.829218389,0.120340302,0.0,1.51323927,3.61020906,24.87655167,0.0
SHDR,4f1a5c8fb90e41489b201e563ed89c89,True,61920,61920,30,0.0,0,61920.0,30,3:25-49,2064.0,0.000947102,0.065820824,0.828374538,0.104857537,0.02841306,24.85123614,1.97462472,3.14572611
"Comcast Cable Communications Management, LLC",c05ad423961448279804c91d8b6875ed,True,127306,61106,30,0.0,0,61106.0,30,3:25-49,2036.866667,0.305627777,0.0,0.694372223,0.0,9.16883331,20.83116669,0.0,0.0
blpsauce,3cef46c726e143a5907887fb479d7e49,True,91460,60973,45,0.0,0,60973.0,45,3:25-49,1354.955556,0.992352783,0.0,0.007647217,0.0,44.655875234999996,0.344124765,0.0,0.0
lilly,6addfd0bba764f42ade7d84e317097e9,True,112200,60000,25,0.0,0,60000.0,25,3:25-49,2400.0,0.861563328,0.002871064,0.107025479,0.028540128,21.5390832,2.675636975,0.0717766,0.7135032
Fitbit,466b83a523c048f1b07c032cc9e1e368,True,59835,59835,47,0.0,0,59835.0,47,3:25-49,1273.085106,0.996629096,0.0,0.0,0.0,46.841567512000005,0.0,0.0,0.0
Stamps.com,eb9bbf06e1a644739f7ffc577716fcf3,True,76200,59400,35,0.0,0,59400.0,35,3:25-49,1697.142857,0.943415902,2.12e-06,0.056581982,0.0,33.01955657,1.98036937,7.42e-05,0.0
Wellframe,5dc38ee758294c99a3304d3969d93032,True,83400,57240,55,0.0,0,57240.0,55,4:50-99,1040.727273,0.0,0.32891111,0.0,0.67108889,0.0,0.0,18.09011105,36.90988895
NBCUniversal,923826ff5d164050a76d94ea4b3d13e8,True,57165,57165,25,0.0,0,57165.0,25,3:25-49,2286.6,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Bose,e6ccfeceeff6489d8d573a0fa814d0fe,True,97183,1903,1,55199.76,29,57102.76,30,3:25-49,1903.425333,0.993214471,0.004001003,0.0,0.0,29.79643413,0.0,0.12003009,0.0
NextGear,62ffa50b71954c0fac699c224d63720f,True,56902,56902,30,0.0,0,56902.0,30,3:25-49,1896.733333,0.85812251,0.128647344,0.0,0.0,25.7436753,0.0,3.85942032,0.0
Brightinsight.com,e0a007ff9bb142af92eb4c3146d7c2e0,True,189997,56796,40,0.0,0,56796.0,40,3:25-49,1419.9,0.763619213,0.000634641,0.235746145,0.0,30.54476852,9.429845799999999,0.02538564,0.0
Roller,5ee4f1fccf024ff9b156b556d1f7d7a7,True,79260,0,0,56700.03,35,56700.03,35,3:25-49,1620.000857,0.693501272,0.0,0.306498728,0.0,24.27254452,10.72745548,0.0,0.0
BeachBody,c98e7a6084744c92b6f0459147b0c16d,True,72600,55800,50,0.0,0,55800.0,50,4:50-99,1116.0,0.979159415,1.07e-06,0.020839517,0.0,48.95797075,1.0419758499999998,5.35e-05,0.0
Dick's Sporting Goods,bf54225b97dd441b8525164252466e5a,True,82622,55622,40,0.0,0,55622.0,40,3:25-49,1390.55,0.4635685,0.227587279,0.053249003,0.255595216,18.54274,2.1299601200000002,9.10349116,10.223808640000001
BH Photo,31aea71bba55428da3c0da938313e9b0,True,59220,55620,30,0.0,0,55620.0,30,3:25-49,1854.0,0.897746659,0.08424962,0.018003721,0.0,26.93239977,0.54011163,2.5274886,0.0
ElevateQA,55ffc76c38094b1eb012e768601b3ee8,True,84660,55020,35,0.0,0,55020.0,35,3:25-49,1572.0,0.994213523,0.001209493,0.0,0.0,34.797473305,0.0,0.042332255,0.0
Wonderbox Technologies,df4ae219443f40a2883e20ae9e9d0dfe,True,54000,54000,25,0.0,0,54000.0,25,3:25-49,2160.0,0.999461099,0.000538901,0.0,0.0,24.986527475,0.0,0.013472525,0.0
mountainrudi,fd9f03eea02943aa96d8636755aeb279,True,54000,54000,50,0.0,0,54000.0,50,4:50-99,1080.0,0.999996992,0.0,0.0,0.0,49.999849600000005,0.0,0.0,0.0
BSH,0edf043733be42c0989c3de5286d5b02,True,66000,0,0,52500.01,25,52500.01,25,3:25-49,2100.0004,0.850908892,0.018091256,0.130990682,0.0,21.272722299999998,3.27476705,0.4522814,0.0
DocuSign,120b913f28dc4f94b92bb8a577470d76,True,114720,51584,45,0.0,0,51584.0,45,3:25-49,1146.311111,0.911751403,0.037522312,0.050726288,0.0,41.028813135,2.2826829600000003,1.6885040400000002,0.0
EsteeLauderCompanies,f20b3c8afcae465d821cfb19cd020a09,True,69082,51082,35,0.0,0,51082.0,35,3:25-49,1459.485714,0.670505008,0.059242138,0.03088604,0.239366814,23.46767528,1.0810114,2.07347483,8.37783849
1&1 Mail & Media,6402150cf131474e95c0c139597cbb1a,True,51065,0,0,51065.29,40,51065.29,40,3:25-49,1276.63225,0.654924312,0.341482525,0.0,0.0,26.19697248,0.0,13.659301,0.0
Containerstore,49ea2bc753644226bde59d6a48ac5d14,True,71400,51000,45,0.0,0,51000.0,45,3:25-49,1133.333333,0.875472805,0.01698722,0.087987251,0.019552723,39.396276225,3.959426295,0.7644249000000001,0.8798725350000001
WellSky,195c9ec044254698925ac1175eab6800,True,94122,50922,25,0.0,0,50922.0,25,3:25-49,2036.88,0.970892561,0.002918291,0.026189148,0.0,24.272314025,0.6547286999999999,0.072957275,0.0
Reform,9f971045f079476bb1ea7a8a50ab17e4,True,57900,0,0,50700.0,25,50700.0,25,3:25-49,2028.0,0.595524724,0.004695894,0.399779382,0.0,14.8881181,9.994484550000001,0.11739735,0.0
FarmersQA,63b4805455584b4bb152369e0fe360b8,True,94680,50400,21,0.0,0,50400.0,21,2:10-24,2400.0,0.46973642,0.002692634,0.527570947,0.0,9.86446482,11.078989886999999,0.056545314000000006,0.0
swisscom,208a5df223fb424ca2a8a1456f748f6d,True,140440,0,0,49965.96,25,49965.96,25,3:25-49,1998.6384,0.212605619,0.399962465,0.018020089,0.36941182,5.315140475,0.450502225,9.999061625,9.2352955
TWDC,0e8889f4694e4c0aa4c0c9756b7fdbb6,True,59856,49776,30,0.0,0,49776.0,30,3:25-49,1659.2,0.381863693,0.436231132,0.0,0.181905161,11.45591079,0.0,13.086933960000001,5.45715483
WBA UK,e04050b38bbe4a499fffd11dcae9b1a3,True,152089,0,0,49690.31,29,49690.31,29,3:25-49,1713.458966,0.755890945,0.002938614,0.241170442,0.0,21.920837405,6.993942818000001,0.085219806,0.0
The Trainline,15bd34c5c39949f78d55858a40181449,True,66000,0,0,49679.95,32,49679.95,32,3:25-49,1552.498438,0.990421477,0.000955923,0.0086226,0.0,31.693487264,0.2759232,0.030589536,0.0
Rogers,603b69a8657b48e797967bbff87e7e51,True,252108,48600,66,0.0,0,48600.0,66,4:50-99,736.3636364,0.636557068,0.158146491,0.114053565,0.091242852,42.012766488,7.527535289999999,10.437668406,6.022028232
Teads,2ecf2dfcc9f64590a455d425a0e7032d,True,85349,0,0,48090.04,40,48090.04,40,3:25-49,1202.251,0.256012424,0.729746406,0.0,0.0,10.240496960000002,0.0,29.189856239999997,0.0
CIBC,32632b99137d46459faa021b6fbd96a7,True,91200,48000,20,0.0,0,48000.0,20,2:10-24,2400.0,0.851868161,0.00517237,0.126140708,0.016818761,17.03736322,2.52281416,0.1034474,0.33637522000000003
Idexx Laboratories,b9273a6af375446bb8f202e42159f6fa,True,48000,33600,14,14400.0,6,48000.0,20,2:10-24,2400.0,0.629809436,0.0,0.359613691,0.010576873,12.596188719999999,7.1922738200000005,0.0,0.21153746
Starbucks Corporation,e492ec3d682844909d09e3b69879fc18,True,47760,47760,20,0.0,0,47760.0,20,2:10-24,2388.0,0.964702075,0.0,0.035297925,0.0,19.294041500000002,0.7059585,0.0,0.0
Anthem,4b5648f178654b9a87426bbac6800975,True,287700,47520,90,0.0,0,47520.0,90,4:50-99,528.0,0.989517776,0.001049354,0.0,0.0,89.05659984,0.0,0.09444186,0.0
Squarespace,71e00a9fc7c04a6394eedf45a2e5067a,True,51768,46968,20,0.0,0,46968.0,20,2:10-24,2348.4,0.637272297,5.42e-05,0.362673537,0.0,12.74544594,7.25347074,0.0010840000000000001,0.0
Weedmaps,afb6f2b436874882b05bb89831acd98e,True,46519,46519,20,0.0,0,46519.0,20,2:10-24,2325.95,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Voya Financial,9649f64d765242998cbaf99e78faa3c5,True,181567,46417,30,0.0,0,46417.0,30,3:25-49,1547.233333,0.937986934,0.004609961,0.057403106,0.0,28.13960802,1.7220931800000001,0.13829883,0.0
National Mortgage Insurance,327633376a824f4ca724e1fe875b8d28,True,45732,45732,20,0.0,0,45732.0,20,2:10-24,2286.6,0.959645439,0.009439152,0.0,0.0,19.19290878,0.0,0.18878303999999999,0.0
EC Digit,226d191147224646ad4ea6ceb5a450ae,True,50856,0,0,45714.24,16,45714.24,16,2:10-24,2857.14,0.995115262,0.000279327,0.0,0.0,15.921844192,0.0,0.004469232,0.0
Slack,4fbb068722624cc09d1eef6098431af2,True,45600,45600,25,0.0,0,45600.0,25,3:25-49,1824.0,0.605552685,0.002018532,0.335000181,0.057428602,15.138817125000001,8.375004525,0.0504633,1.43571505
Netflix,411d0faf06bc4529a510e5ace569dc20,True,45600,45600,20,0.0,0,45600.0,20,2:10-24,2280.0,0.68916307,0.015969993,0.282580812,0.012286122,13.7832614,5.65161624,0.31939986,0.24572244
Healthgrades,7df881e99ebe404ba87474e8db292824,True,91200,45600,30,0.0,0,45600.0,30,3:25-49,1520.0,0.370240974,0.113011579,0.244775106,0.27197234,11.10722922,7.34325318,3.39034737,8.1591702
OpenEdge,c8c547fb3a46461b9b8061fb3aa7114e,True,64200,45000,20,0.0,0,45000.0,20,2:10-24,2250.0,0.967521756,0.0,0.032478244,0.0,19.35043512,0.64956488,0.0,0.0
"Hot Topic, Inc.",ff40e51fd2394a029abf9e856394c2a8,True,45000,45000,30,0.0,0,45000.0,30,3:25-49,1500.0,0.007917488,0.010738662,0.200998138,0.780345712,0.23752464,6.02994414,0.32215985999999996,23.41037136
TranzactDigital,ecefe628bed14d0c85cedf15ed3c8f45,True,68405,44885,24,0.0,0,44885.0,24,2:10-24,1870.208333,0.774314631,0.0,0.21372191,0.007369721,18.583551143999998,5.12932584,0.0,0.176873304
Sirius XM - care.sirusxm.com,6d974ef3cb184c39a67248921859644f,True,68640,44640,20,0.0,0,44640.0,20,2:10-24,2232.0,0.471776721,0.00062699,0.515605464,0.011990825,9.43553442,10.31210928,0.0125398,0.2398165
IAG GBS LIMITED,29f31bddae3d48108861f344779ab5f6,True,44506,1,0,44505.0,25,44506.0,25,3:25-49,1780.24,0.682611224,0.157298331,0.006403618,0.153686828,17.065280599999998,0.16009045,3.932458275,3.8421707
Kabbage Inc.,280b987da6614d4cae6f0663c0a40d4a,True,62383,44496,30,0.0,0,44496.0,30,3:25-49,1483.2,0.721133085,0.272244092,0.0,0.0,21.63399255,0.0,8.16732276,0.0
Coles,e306bc27282b45cbac75834d198a6b99,True,77814,44400,26,0.0,0,44400.0,26,3:25-49,1707.692308,0.539792181,0.034503931,0.369690219,0.056013669,14.034596706,9.611945694,0.897102206,1.456355394
Progressive Casualty Insurance Company,2bc83a6cdf4c47d69c26c2be17d536d9,True,44160,44160,20,0.0,0,44160.0,20,2:10-24,2208.0,0.340683227,0.137573786,0.333027437,0.188715548,6.8136645399999995,6.660548739999999,2.75147572,3.77431096
LabCorp,7c93fc604f0d4a12867132509d49b6fc,True,43920,43920,20,0.0,0,43920.0,20,2:10-24,2196.0,0.979277008,0.000601995,0.0,0.020120997,19.58554016,0.0,0.012039900000000001,0.40241994000000003
Blue Shield of California,8aeb697cc55f42dd8590e7ceebcbe339,True,178294,43414,37,0.0,0,43414.0,37,3:25-49,1173.351351,0.6380105,0.000168883,0.361820618,0.0,23.6063885,13.387362866,0.006248671,0.0
Toyota Motor North America,f2d2fb264fc94b9dbc3da3c5af08dffc,True,69607,43200,30,0.0,0,43200.0,30,3:25-49,1440.0,0.573804242,0.046706117,0.233532108,0.145957567,17.21412726,7.00596324,1.4011835099999999,4.37872701
Footlocker,389c38e75deb48278a8c9ef384262067,True,142443,42294,35,0.0,0,42294.0,35,3:25-49,1208.4,0.925055194,0.017290137,0.0,0.0,32.37693179,0.0,0.605154795,0.0
New Balance eCommerce QA,2b335960776e4d0ea60e08311f70e2d3,True,65671,42271,20,0.0,0,42271.0,20,2:10-24,2113.55,0.987566846,0.007937258,0.0,0.0,19.75133692,0.0,0.15874516000000002,0.0
PCAP,0eac6c441d194242962b5a43a11702a3,True,71930,41952,26,0.0,0,41952.0,26,3:25-49,1613.538462,0.131085496,0.002680184,0.866234321,0.0,3.408222896,22.522092346,0.069684784,0.0
Otto,1184709f2d644c049c44074c9b0835c1,True,49192,0,0,41904.52,30,41904.52,30,3:25-49,1396.817333,0.943080097,0.034558983,0.02236092,0.0,28.29240291,0.6708276,1.03676949,0.0
"Nasdaq, Inc",75e8a1d6580346789dd2f885397e2a7f,True,146856,41760,68,0.0,0,41760.0,68,4:50-99,614.1176471,0.999961978,0.0,0.0,0.0,67.997414504,0.0,0.0,0.0
integration test team,52f71057b0a7485b995c6808f517144f,True,59736,41736,25,0.0,0,41736.0,25,3:25-49,1669.44,0.06155265,0.0,0.93844735,0.0,1.53881625,23.46118375,0.0,0.0
Bison Schweiz AG,9d03b25bbeea424098b6fa9c220630b6,True,41124,0,0,41123.77,15,41123.77,15,2:10-24,2741.584667,0.997381738,9.61e-06,0.0,0.0,14.96072607,0.0,0.00014414999999999998,0.0
Happy Money,097f96c200264da0a7babd5d055533a8,True,65196,41100,32,0.0,0,41100.0,32,3:25-49,1284.375,0.049892305,0.000829687,0.949278008,0.0,1.59655376,30.376896256,0.026549984,0.0
Salesforce Marketing Cloud,639bba49f09c4ffa946b4ac62588f10c,True,40472,40472,30,0.0,0,40472.0,30,3:25-49,1349.066667,0.999954269,0.0,0.0,0.0,29.99862807,0.0,0.0,0.0
Cisco Systems,bee402a191bf4a8596d3b9a796d4e6f8,True,73418,40124,45,0.0,0,40124.0,45,3:25-49,891.6444444,0.387520575,0.0,0.612479425,0.0,17.438425875,27.561574125,0.0,0.0
Cheetah Digital,848cac6b913e46e0a90f69c8d9256ea1,True,39787,39787,31,0.0,0,39787.0,31,3:25-49,1283.451613,0.868441169,0.000231244,0.131327587,0.0,26.921676239,4.0711551969999995,0.007168564,0.0
MSG,755a5a28e9c74df88959a337fdbc46d0,True,46800,39600,20,0.0,0,39600.0,20,2:10-24,1980.0,0.11183668,0.001046584,0.84091274,0.046203997,2.2367336,16.818254800000002,0.020931679999999998,0.9240799399999999
Wunderkind,4734713d5ed549c496bae4801185ee09,True,44016,34920,17,4656.0,2,39576.0,19,2:10-24,2082.947368,0.327299556,0.01149206,0.637593799,0.023614585,6.218691564,12.114282181,0.21834914,0.448677115
Solera,a3b170bf656a4cf9a8e58ec352f14f1c,True,94680,39480,35,0.0,0,39480.0,35,3:25-49,1128.0,0.833734803,0.022725625,0.126314823,0.017224749,29.180718105,4.421018805,0.795396875,0.602866215
WestJet,943dee4af279426eaee69ac5ecf35278,True,84000,39168,20,0.0,0,39168.0,20,2:10-24,1958.4,0.950657681,0.002849825,0.03486937,0.011623123,19.01315362,0.6973874,0.0569965,0.23246246
McClatchy,f8ef4d52c29741b5909b058e5594db33,True,39012,39012,25,0.0,0,39012.0,25,3:25-49,1560.48,0.03343301,0.0,0.96656699,0.0,0.83582525,24.16417475,0.0,0.0
HeartFlow,14552fa8adb14658b4253ae4572d3309,True,38664,38664,18,0.0,0,38664.0,18,2:10-24,2148.0,0.743085185,0.0,0.256914815,0.0,13.37553333,4.62446667,0.0,0.0
Vanco Automation,53a35907aeb5490abe800b9c7476b034,True,38400,38400,16,0.0,0,38400.0,16,2:10-24,2400.0,0.993869954,0.00215629,0.0,0.0,15.901919264,0.0,0.03450064,0.0
Medecision,1961a75ccbfd4b6aa852826aa810a41f,True,38400,38400,16,0.0,0,38400.0,16,2:10-24,2400.0,0.820101474,0.0,0.179898526,0.0,13.121623584,2.878376416,0.0,0.0
OnDeck,cf5a0a619b08400a9926c95b85975d5a,True,45850,38194,20,0.0,0,38194.0,20,2:10-24,1909.7,0.999807783,0.0,0.0,0.0,19.99615566,0.0,0.0,0.0
Purpose Financial,795d273991c14ea19d714f2ed8a6e4bd,True,57600,38160,25,0.0,0,38160.0,25,3:25-49,1526.4,0.401120067,0.070069826,0.372125631,0.156684476,10.028001675,9.303140775000001,1.7517456500000002,3.9171118999999996
LEGO,6fab798fb57a47b6ad215cddae867560,True,91260,0,0,38160.0,20,38160.0,20,2:10-24,1908.0,0.411255644,0.000420928,0.588323428,0.0,8.22511288,11.76646856,0.00841856,0.0
Qualifacts Systems Inc.,ea0638d03ec54930b1dd295dc4a3a810,True,121992,37200,56,0.0,0,37200.0,56,4:50-99,664.2857143,0.939770655,0.001691282,0.058538063,0.0,52.62715668,3.2781315280000003,0.09471179199999999,0.0
PWC,32bebd726ced425a956d905383b143d6,True,64296,0,0,37200.0,20,37200.0,20,2:10-24,1860.0,0.532376509,0.269596173,0.198027317,0.0,10.64753018,3.96054634,5.39192346,0.0
Viewpoint,493006db26194fd1bade42f1f9d9dfa0,True,71340,30240,15,6480.0,3,36720.0,18,2:10-24,2040.0,0.34693789,0.607002074,0.02763602,0.018424013,6.24488202,0.49744836000000003,10.926037332,0.33163223399999997
